a 	 ఒక 	ఒక పుస్తకం నా దగ్గర ఉంది.	I have a book.
institution 	 సంస్థ 	న    	na   
instruction 	 సూచన 	న    	na   
instrument 	 వాయిద్యం 	న    	na   
insult 	 అవమానించడం 	న    	na   
insulting 	 అవమానకరం 	న    	na   
insurance 	 భీమా 	న    	na   
intelligence 	 తెలివితేటలు 	న    	na   
intelligent 	 తెలివైన 	న    	na   
intend 	 ఉద్దేశ్యము 	న    	na   
intended 	 ఉద్దేశించబడింది 	న    	na   
intention 	 ఉద్దేశం 	న    	na   
interest 	 ఆసక్తి 	న    	na   
interested 	 ఆసక్తి 	న    	na   
interesting 	 ఆసక్తికరమైన 	న    	na   
interior 	 అంతర్గత 	న    	na   
internal 	 అంతర్గత 	న    	na   
international 	 అంతర్జాతీయ 	న    	na   
Internet 	 ఇంటర్నెట్ 	న    	na   
interpret 	 అన్వయించు 	న    	na   
interpretation 	 వివరణ 	న    	na   
interrupt 	 అంతరాయం కలిగించు 	న    	na   
interruption 	 అంతరాయం 	న    	na   
interval 	 విరామం 	న    	na   
interview 	 ఇంటర్వ్యూ 	న    	na   
into 	 లోకి 	న    	na   
introduce 	 పరిచయం 	న    	na   
introduction 	 పరిచయం 	న    	na   
invent 	 కనిపెట్టు 	న    	na   
invention 	 ఆవిష్కరణ 	న    	na   
invest 	 పెట్టుబడి పెట్టండి 	న    	na   
investigate 	 దర్యాప్తు చేయండి 	న    	na   
investigation 	 విచారణ 	న    	na   
investment 	 పెట్టుబడి 	న    	na   
invitation 	 ఆహ్వానం 	న    	na   
invite 	 ఆహ్వానించండి 	న    	na   
involve 	 ప్రమేయం 	న    	na   
involved 	 చేరి 	న    	na   
involvement 	 ప్రమేయం 	న    	na   
iron 	 ఇనుము 	న    	na   
irritate 	 చిరాకు 	న    	na   
irritated 	 చిరాకుపడ్డాడు 	న    	na   
irritating 	 చిరాకు 	న    	na   
island 	 ద్వీపం 	న    	na   
issue 	 సమస్య 	న    	na   
it 	 అది 	న    	na   
item 	 అంశం 	న    	na   
its 	 దాని 	న    	na   
itself 	 స్వయంగా 	న    	na   
jacket 	 జాకెట్ 	న    	na   
jam 	 జామ్ 	న    	na   
January 	 జనవరి 	న    	na   
jealous 	 అసూయ 	న    	na   
jeans 	 జీన్స్ 	న    	na   
jelly 	 జెల్లీ 	న    	na   
jewellery 	 నగలు 	న    	na   
job 	 ఉద్యోగం 	న    	na   
join 	 చేరండి 	న    	na   
join in 	 చేరండి 	న    	na   
joint 	 ఉమ్మడి 	న    	na   
jointly 	 సంయుక్తంగా 	న    	na   
joke 	 తమాషా 	న    	na   
journalist 	 పాత్రికేయుడు 	న    	na   
journey 	 ప్రయాణం 	న    	na   
joy 	 ఆనందం 	న    	na   
judge 	 న్యాయమూర్తి 	న    	na   
judgement 	 తీర్పు 	న    	na   
juice 	 రసం 	న    	na   
July 	 జూలై 	న    	na   
jump 	 దూకుతారు 	న    	na   
June 	 జూన్ 	న    	na   
junior 	 జూనియర్ 	న    	na   
just 	 కేవలం 	న    	na   
justice 	 న్యాయం 	న    	na   
justified 	 సమర్థించుకున్నారు 	న    	na   
justify 	 సమర్థించు 	న    	na   
keen 	 ఆసక్తిగల 	న    	na   
keep 	 ఉంచు 	న    	na   
keep out 	 దూరంగా ఉంచండి 	న    	na   
keep out of 	 దూరంగా ఉంచండి 	న    	na   
keep up 	 కొనసాగించు 	న    	na   
keep up with 	 కొనసాగించు 	న    	na   
key 	 కీ 	న    	na   
keyboard 	 కీబోర్డ్ 	న    	na   
kick 	 తన్నండి 	న    	na   
kid 	 చిన్నపిల్ల 	న    	na   
kill 	 చంపేస్తాయి 	న    	na   
killing 	 చంపడం 	న    	na   
kilogram 	 కిలోగ్రాము 	న    	na   
kilometre 	 కిలోమీటరు 	న    	na   
kind 	 రకమైన 	న    	na   
kindly 	 దయతో 	న    	na   
kindness 	 దయ 	న    	na   
king 	 రాజు 	న    	na   
kiss 	 ముద్దు 	న    	na   
kitchen 	 వంటగది 	న    	na   
knee 	 మోకాలు 	న    	na   
knife 	 కత్తి 	న    	na   
knit 	 knit 	న    	na   
knitted 	 అల్లిన 	న    	na   
knitting 	 అల్లడం 	న    	na   
knock 	 కొట్టు 	న    	na   
knock down 	 పడగొట్టు 	న    	na   
knock out 	 నాకౌట్ 	న    	na   
knot 	 ముడి 	న    	na   
know 	 తెలుసు 	న    	na   
knowledge 	 జ్ఞానం 	న    	na   
lab 	 ప్రయోగశాల 	న    	na   
label 	 లేబుల్ 	న    	na   
laboratory 	 ప్రయోగశాల 	న    	na   
labour 	 శ్రమ 	న    	na   
lack 	 లేకపోవడం 	న    	na   
lacking 	 లేకపోవడం 	న    	na   
lady 	 స్త్రీ 	న    	na   
lake 	 సరస్సు 	న    	na   
lamp 	 దీపం 	న    	na   
land 	 భూమి 	న    	na   
landscape 	 ప్రకృతి దృశ్యం 	న    	na   
lane 	 లేన్ 	న    	na   
language 	 భాష 	న    	na   
large 	 పెద్ద 	న    	na   
largely 	 ఎక్కువగా 	న    	na   
last 1 	 చివరి 1 	న    	na   
late 	 ఆలస్యంగా 	న    	na   
later 	 తరువాత 	న    	na   
latest 	 తాజా 	న    	na   
latter 	 తరువాతి 	న    	na   
laugh 	 నవ్వు 	న    	na   
laugh at 	 నవ్వు 	న    	na   
launch 	 ప్రయోగ 	న    	na   
law 	 చట్టం 	న    	na   
lawyer 	 న్యాయవాది 	న    	na   
lay 	 లే 	న    	na   
layer 	 పొర 	న    	na   
lazy 	 సోమరితనం 	న    	na   
lead 1 	 దారి 1 	న    	na   
leader 	 నాయకుడు 	న    	na   
leading 1 	 ప్రముఖ 1 	న    	na   
leaf 	 ఆకు 	న    	na   
league 	 లీగ్ 	న    	na   
lean 	 సన్నగా 	న    	na   
learn 	 నేర్చుకుంటారు 	న    	na   
least 	 కనీసం 	న    	na   
leather 	 తోలు 	న    	na   
leave 	 వదిలివేయండి 	న    	na   
leave out 	 వదిలివేయండి 	న    	na   
lecture 	 ఉపన్యాసం 	న    	na   
left 	 వదిలేశారు 	న    	na   
leg 	 కాలు 	న    	na   
legal 	 చట్టపరమైన 	న    	na   
legally 	 చట్టబద్ధంగా 	న    	na   
lemon 	 నిమ్మకాయ 	న    	na   
lend 	 అప్పు ఇస్తాయి 	న    	na   
length 	 పొడవు 	న    	na   
less 	 తక్కువ 	న    	na   
lesson 	 పాఠం 	నా చెల్లెలు మంచి పాఠాలు చెప్పగలదు.	My sister can teach good lessons.
let 	 వీలు 	న    	na   
let down 	 వదులుకో 	న    	na   
let off 	 వదలండి 	న    	na   
letter 	 లేఖ 	న    	na   
level 	 స్థాయి 	న    	na   
library 	 లైబ్రరీ 	న    	na   
licence 	 లైసెన్స్ 	న    	na   
license 	 లైసెన్స్ 	న    	na   
lid 	 మూత 	న    	na   
lie 1 	 అబద్ధం 1 	న    	na   
lie 2 	 అబద్ధం 2 	న    	na   
lie around 	 చుట్టూ పడుకో 	న    	na   
lie down 	 పడుకో 	న    	na   
life 	 జీవితం 	న    	na   
lift 	 ఎత్తండి 	న    	na   
light 	 కాంతి 	న    	na   
lightly 	 తేలికగా 	న    	na   
like 	 ఇష్టం 	న    	na   
likely 	 అవకాశం 	న    	na   
limit 	 పరిమితి 	న    	na   
limited 	 పరిమితం 	న    	na   
limit to 	 పరిమితి 	న    	na   
line 	 లైన్ 	న    	na   
link 	 లింక్ 	న    	na   
lip 	 పెదవి 	న    	na   
liquid 	 ద్రవ 	న    	na   
list 	 జాబితా 	న    	na   
listen 	 వినండి 	న    	na   
literature 	 సాహిత్యం 	న    	na   
litre 	 లీటరు 	న    	na   
little 	 కొద్దిగా 	న    	na   
live 1 	 ప్రత్యక్షం 1 	న    	na   
live 2 	 ప్రత్యక్ష 2 	న    	na   
lively 	 ఉల్లాసంగా 	న    	na   
live on 	 జీవించు 	న    	na   
live through 	 ద్వారా జీవించండి 	న    	na   
live together 	 కలిసి జీవిస్తారు 	న    	na   
living 	 జీవిస్తున్నాను 	న    	na   
load 	 లోడ్ 	న    	na   
loan 	 రుణం 	న    	na   
local 	 స్థానిక 	న    	na   
locally 	 స్థానికంగా 	న    	na   
locate 	 గుర్తించండి 	న    	na   
located 	 ఉన్న 	న    	na   
location 	 స్థానం 	న    	na   
lock 	 తాళం వేయండి 	న    	na   
lock up 	 లాక్ అప్ 	న    	na   
logic 	 తర్కం 	న    	na   
logical 	 తార్కిక 	న    	na   
lonely 	 ఒంటరి 	న    	na   
long 	 పొడవు 	న    	na   
look 	 చూడు 	న    	na   
look after 	 చూసుకో 	న    	na   
look at 	 చూడండి 	న    	na   
look down on 	 చిన్నచూపు చూడు 	న    	na   
look forward to 	 ఎదురు చూస్తారు 	న    	na   
look into 	 పరిశీలిస్తారు 	న    	na   
look on 	 చూడు 	న    	na   
look on with 	 తో చూడండి 	న    	na   
look out 	 చూడు 	న    	na   
look out for 	 కోసం చూడండి 	న    	na   
look round 	 చుట్టూ చూడండి 	న    	na   
look through 	 ద్వారా చూడండి 	న    	na   
look up 	 పైకి చూడు 	న    	na   
look up to 	 వరకు చూడండి 	న    	na   
loose 	 వదులుగా 	న    	na   
loosely 	 వదులుగా 	న    	na   
lord 	 ప్రభువు 	న    	na   
lorry 	 లారీ 	న    	na   
lose 	 కోల్పోతారు 	న    	na   
loss 	 నష్టం 	న    	na   
lost 	 ఓడిపోయింది 	న    	na   
lot 	 చాలా 	న    	na   
loud 	 బిగ్గరగా 	న    	na   
loudly 	 బిగ్గరగా 	న    	na   
love 	 ప్రేమ 	న    	na   
lovely 	 సుందరమైన 	న    	na   
lover 	 ప్రేమికుడు 	న    	na   
low 	 తక్కువ 	న    	na   
loyal 	 విశ్వాసపాత్రుడు 	న    	na   
luck 	 అదృష్టం 	న    	na   
lucky 	 అదృష్టవంతుడు 	న    	na   
luggage 	 సామాను 	న    	na   
lump 	 ముద్ద 	న    	na   
lunch 	 మధ్యాహ్న భోజనం 	న    	na   
lung 	 ఊపిరితిత్తుల 	న    	na   
machine 	 యంత్రం 	న    	na   
machinery 	 యంత్రాలు 	న    	na   
mad 	 పిచ్చి 	న    	na   
magazine 	 పత్రిక 	న    	na   
magic 	 మంత్రము 	న    	na   
mail 	 మెయిల్ 	న    	na   
main 	 ప్రధాన 	న    	na   
mainly 	 ప్రధానంగా 	న    	na   
maintain 	 నిర్వహించండి 	న    	na   
major 	 ప్రధానమైనది 	న    	na   
majority 	 మెజారిటీ 	న    	na   
make 	 తయారు 	న    	na   
make into 	 లోకి తయారు 	న    	na   
make up 	 తయారు 	న    	na   
make-up 	 మేకప్ 	న    	na   
make up for 	 కోసం తయారు 	న    	na   
male 	 పురుషుడు 	న    	na   
mall 	 మాల్ 	న    	na   
man 	 మనిషి 	న    	na   
manage 	 నిర్వహించండి 	న    	na   
management 	 నిర్వహణ 	న    	na   
manager 	 మేనేజర్ 	న    	na   
manner 	 పద్ధతి 	న    	na   
manufacture 	 తయారీ 	న    	na   
manufacturer 	 తయారీదారు 	న    	na   
manufacturing 	 తయారీ 	న    	na   
many 	 అనేక 	న    	na   
map 	 పటం 	న    	na   
march 	 మార్చ్ 	న    	na   
March 	 మార్చి 	న    	na   
mark 	 గుర్తు 	న    	na   
market 	 మార్కెట్ 	న    	na   
marketing 	 మార్కెటింగ్ 	న    	na   
marriage 	 వివాహం 	న    	na   
married 	 పెళ్లయింది 	న    	na   
marry 	 పెళ్లి చేసుకుంటారు 	న    	na   
mass 	 ద్రవ్యరాశి 	న    	na   
massive 	 భారీ 	న    	na   
master 	 మాస్టర్ 	న    	na   
match 	 మ్యాచ్ 	న    	na   
matching 	 సరిపోలే 	న    	na   
match up 	 సరిపోల్చండి 	న    	na   
mate 	 సహచరుడు 	న    	na   
material 	 పదార్థం 	న    	na   
mathematics 	 గణితం 	న    	na   
matter 	 విషయం 	న    	na   
maximum 	 గరిష్టంగా 	న    	na   
may 	 మే 	న    	na   
May 	 మే 	న    	na   
maybe 	 బహుశా 	న    	na   
mayor 	 మేయర్ 	న    	na   
me 	 నన్ను 	న    	na   
meal 	 భోజనం 	న    	na   
mean 	 అర్థం 	న    	na   
meaning 	 అర్థం 	న    	na   
means 	 అర్థం 	న    	na   
meanwhile 	 ఇంతలో 	న    	na   
measure 	 కొలత 	న    	na   
measurement 	 కొలత 	న    	na   
meat 	 మాంసం 	న    	na   
media 	 మీడియా 	న    	na   
medical 	 వైద్య 	న    	na   
medicine 	 మందు 	న    	na   
medium 	 మధ్యస్థ 	న    	na   
meet 	 కలుసుకుంటారు 	న    	na   
meeting 	 సమావేశం 	న    	na   
meet up 	 కలుసుకుంటారు 	న    	na   
meet with 	 కలవాలి 	న    	na   
melt 	 కరుగుతాయి 	న    	na   
member 	 సభ్యుడు 	న    	na   
membership 	 సభ్యత్వం 	న    	na   
memory 	 జ్ఞాపకశక్తి 	న    	na   
mental 	 మానసిక 	న    	na   
mentally 	 మానసికంగా 	న    	na   
mention 	 ప్రస్తావన 	న    	na   
menu 	 మెను 	న    	na   
mere 	 కేవలం 	న    	na   
merely 	 కేవలం 	న    	na   
mess 	 గజిబిజి 	న    	na   
message 	 సందేశం 	న    	na   
metal 	 మెటల్ 	న    	na   
method 	 పద్ధతి 	న    	na   
metre 	 మీటర్ 	న    	na   
mid- 	 మధ్య 	న    	na   
midday 	 మధ్యాహ్నము 	న    	na   
middle 	 మధ్య 	న    	na   
midnight 	 అర్ధరాత్రి 	న    	na   
might 	 ఉండవచ్చు 	న    	na   
mild 	 తేలికపాటి 	న    	na   
mile 	 మైలు 	న    	na   
military 	 సైనిక 	న    	na   
milk 	 పాలు 	న    	na   
milligram 	 మిల్లీగ్రాము 	న    	na   
millimetre 	 మిల్లీమీటర్ 	న    	na   
million 	 మిలియన్ 	న    	na   
millionth 	 మిలియన్ 	న    	na   
mind 	 మనసు 	న    	na   
mine 	 నాది 	న    	na   
mineral 	 ఖనిజ 	న    	na   
minimum 	 కనీస 	న    	na   
minister 	 మంత్రి 	న    	na   
ministry 	 మంత్రిత్వ శాఖ 	న    	na   
minor 	 మైనర్ 	న    	na   
minority 	 మైనారిటీ 	న    	na   
minute 1 	 నిమిషం 1 	న    	na   
mirror 	 అద్దం 	న    	na   
miss 	 మిస్ 	న    	na   
missing 	 లేదు 	న    	na   
miss out 	 మిస్ 	న    	na   
mistake 	 పొరపాటు 	న    	na   
mistake for 	 కోసం పొరపాటు 	న    	na   
mistaken 	 పొరబడ్డాను 	న    	na   
mix 	 కలపాలి 	న    	na   
mixed 	 మిశ్రమ 	న    	na   
mixture 	 మిశ్రమం 	న    	na   
mix up 	 కలపాలి 	న    	na   
mobile 	 మొబైల్ 	న    	na   
mobile phone 	 మొబైల్ ఫోన్ 	న    	na   
model 	 మోడల్ 	న    	na   
modern 	 ఆధునిక 	న    	na   
mom 	 అమ్మ 	న    	na   
moment 	 క్షణం 	న    	na   
Monday 	 సోమవారం 	న    	na   
money 	 డబ్బు 	న    	na   
monitor 	 మానిటర్ 	న    	na   
month 	 నెల 	న    	na   
mood 	 మానసిక స్థితి 	న    	na   
moon 	 చంద్రుడు 	న    	na   
moral 	 నైతిక 	న    	na   
morally 	 నైతికంగా 	న    	na   
more 	 మరింత 	న    	na   
moreover 	 పైగా 	న    	na   
morning 	 ఉదయం 	న    	na   
most 	 అత్యంత 	న    	na   
mostly 	 ఎక్కువగా 	న    	na   
mother 	 తల్లి 	న    	na   
motion 	 చలనం 	న    	na   
motor 	 మోటార్ 	న    	na   
motorbike 	 మోటార్ బైక్ 	న    	na   
motorcycle 	 మోటార్ సైకిల్ 	న    	na   
mount 	 మౌంట్ 	న    	na   
mountain 	 పర్వతం 	న    	na   
mouse 	 మౌస్ 	న    	na   
mouth 	 నోరు 	న    	na   
move 	 తరలించు 	న    	na   
move in 	 లోపలికి వెళ్లండి 	న    	na   
movement 	 ఉద్యమం 	న    	na   
move out 	 బయటకు తరలించు 	న    	na   
move over 	 పైగా తరలించు 	న    	na   
movie 	 సినిమా 	న    	na   
movie theater 	 సినిమా థియేటర్ 	న    	na   
moving 	 కదులుతోంది 	న    	na   
Mr 	 Mr 	న    	na   
Mrs 	 శ్రీమతి 	న    	na   
Ms 	 శ్రీమతి 	న    	na   
much 	 చాలా 	న    	na   
mud 	 బురద 	న    	na   
multiply 	 గుణించాలి 	న    	na   
mum 	 అమ్మ 	న    	na   
murder 	 హత్య 	న    	na   
muscle 	 కండరము 	న    	na   
museum 	 మ్యూజియం 	న    	na   
music 	 సంగీతం 	న    	na   
musical 	 సంగీతపరమైన 	న    	na   
musician 	 సంగీతకారుడు 	న    	na   
must 	 తప్పక 	న    	na   
my 	 నా 	న    	na   
myself 	 నేనే 	న    	na   
mysterious 	 రహస్యమైన 	న    	na   
mystery 	 రహస్యం 	న    	na   
nail 	 గోరు 	న    	na   
naked 	 నగ్నంగా 	న    	na   
name 	 పేరు 	న    	na   
narrow 	 ఇరుకైనది 	న    	na   
nation 	 దేశం 	న    	na   
national 	 జాతీయ 	న    	na   
natural 	 సహజమైన 	న    	na   
naturally 	 సహజంగా 	న    	na   
nature 	 ప్రకృతి 	న    	na   
navy 	 నౌకాదళం 	న    	na   
near 	 సమీపంలో 	న    	na   
nearby 	 సమీపంలో 	న    	na   
nearly 	 దాదాపు 	న    	na   
neat 	 చక్కగా 	న    	na   
neatly 	 చక్కగా 	న    	na   
necessarily 	 తప్పనిసరిగా 	న    	na   
necessary 	 అవసరమైన 	న    	na   
neck 	 మెడ 	న    	na   
need 	 అవసరం 	న    	na   
needle 	 సూది 	న    	na   
negative 	 ప్రతికూల 	న    	na   
neighbour 	 పొరుగు 	న    	na   
neighbourhood 	 పొరుగు 	న    	na   
neither 	 కాదు 	న    	na   
nephew 	 మేనల్లుడు 	న    	na   
nerve 	 నరము 	న    	na   
nervous 	 నాడీ 	న    	na   
nervously 	 భయంగా 	న    	na   
nest 	 గూడు 	న    	na   
net 	 నికర 	న    	na   
network 	 నెట్వర్క్ 	న    	na   
never 	 ఎప్పుడూ 	న    	na   
nevertheless 	 అయినప్పటికీ 	న    	na   
new 	 కొత్త 	న    	na   
newly 	 కొత్తగా 	న    	na   
news 	 వార్తలు 	న    	na   
newspaper 	 వార్తాపత్రిక 	న    	na   
next 	 తదుపరి 	న    	na   
next to 	 పక్కన 	న    	na   
nice 	 బాగుంది 	న    	na   
nicely 	 చక్కగా 	న    	na   
niece 	 మేనకోడలు 	న    	na   
night 	 రాత్రి 	న    	na   
nine 	 తొమ్మిది 	న    	na   
nineteen 	 పంతొమ్మిది 	న    	na   
nineteenth 	 పంతొమ్మిదవ 	న    	na   
ninetieth 	 తొంభైవది 	న    	na   
ninety 	 తొంభై 	న    	na   
ninth 	 తొమ్మిదవ 	న    	na   
no 	 లేదు 	న    	na   
nobody 	 ఎవరూ 	న    	na   
noise 	 శబ్దం 	న    	na   
noisily 	 సందడిగా 	న    	na   
noisy 	 సందడి 	న    	na   
non- 	 కాని 	న    	na   
none 	 ఏదీ లేదు 	న    	na   
nonsense 	 అర్ధంలేనిది 	న    	na   
no one 	 ఎవరూ 	న    	na   
nor 	 లేదా 	న    	na   
normal 	 సాధారణ 	న    	na   
normally 	 సాధారణంగా 	న    	na   
north 	 ఉత్తరం 	న    	na   
northern 	 ఉత్తరాది 	న    	na   
nose 	 ముక్కు 	న    	na   
not 	 కాదు 	న    	na   
note 	 గమనించండి 	న    	na   
note down 	 గమనించండి 	న    	na   
nothing 	 ఏమీ లేదు 	న    	na   
notice 	 నోటీసు 	న    	na   
noticeable 	 గమనించదగినది 	న    	na   
novel 	 నవల 	న    	na   
November 	 నవంబర్ 	న    	na   
now 	 ఇప్పుడు 	న    	na   
nowhere 	 ఎక్కడా లేదు 	న    	na   
nuclear 	 అణు 	న    	na   
number 	 సంఖ్య 	న    	na   
nurse 	 నర్సు 	న    	na   
nut 	 గింజ 	న    	na   
obey 	 పాటించండి 	న    	na   
object 	 వస్తువు 	న    	na   
objective 	 లక్ష్యం 	న    	na   
observation 	 పరిశీలన 	న    	na   
observe 	 గమనించండి 	న    	na   
obtain 	 పొందండి 	న    	na   
obvious 	 స్పష్టమైన 	న    	na   
obviously 	 స్పష్టంగా 	న    	na   
occasion 	 సందర్భం 	న    	na   
occasionally 	 అప్పుడప్పుడు 	న    	na   
occupied 	 ఆక్రమించుకున్నారు 	న    	na   
occupy 	 ఆక్రమిస్తాయి 	న    	na   
occur 	 సంభవిస్తాయి 	న    	na   
occur to 	 ఏర్పడుతుంది 	న    	na   
ocean 	 సముద్రం 	న    	na   
o’clock 	 గంట 	న    	na   
October 	 అక్టోబర్ 	న    	na   
odd 	 బేసి 	న    	na   
oddly 	 విచిత్రంగా 	న    	na   
of 	 యొక్క 	న    	na   
off 	 ఆఫ్ 	న    	na   
offence 	 నేరం 	న    	na   
offend 	 నేరం 	న    	na   
offense 	 నేరం 	న    	na   
offensive 	 ప్రమాదకర 	న    	na   
offer 	 ఆఫర్ 	న    	na   
office 	 కార్యాలయం 	న    	na   
officer 	 అధికారి 	న    	na   
official 	 అధికారిక 	న    	na   
officially 	 అధికారికంగా 	న    	na   
often 	 తరచుగా 	న    	na   
oh 	 ఓహ్ 	న    	na   
oil 	 నూనె 	న    	na   
OK 	 సరే 	న    	na   
old 	 పాతది 	న    	na   
old-fashioned 	 పాతకాలపు 	న    	na   
on 	 న 	న    	na   
once 	 ఒకసారి 	న    	na   
one 	 ఒకటి 	న    	na   
one another 	 ఒకరినొకరు 	న    	na   
onion 	 ఉల్లిపాయ 	న    	na   
online 	 ఆన్లైన్ 	న    	na   
only 	 మాత్రమే 	న    	na   
onto 	 పై 	న    	na   
open 	 తెరవండి 	న    	na   
opening 	 తెరవడం 	న    	na   
openly 	 బహిరంగంగా 	న    	na   
open up 	 తెరవండి 	న    	na   
operate 	 పనిచేస్తాయి 	న    	na   
operation 	 ఆపరేషన్ 	న    	na   
opinion 	 అభిప్రాయం 	న    	na   
opponent 	 ప్రత్యర్థి 	న    	na   
opportunity 	 అవకాశం 	న    	na   
oppose 	 వ్యతిరేకించండి 	న    	na   
opposed 	 వ్యతిరేకించారు 	న    	na   
opposing 	 వ్యతిరేకిస్తున్నారు 	న    	na   
opposite 	 ఎదురుగా 	న    	na   
opposition 	 వ్యతిరేకత 	న    	na   
option 	 ఎంపిక 	న    	na   
or 	 లేదా 	న    	na   
orange 	 నారింజ 	న    	na   
order 	 ఆర్డర్ 	న    	na   
ordinary 	 సాధారణ 	న    	na   
organ 	 అవయవం 	న    	na   
organization 	 సంస్థ 	న    	na   
organize 	 నిర్వహించండి 	న    	na   
organized 	 నిర్వహించారు 	న    	na   
origin 	 మూలం 	న    	na   
original 	 అసలు 	న    	na   
originally 	 అసలైన 	న    	na   
other 	 ఇతర 	న    	na   
otherwise 	 లేకుంటే 	న    	na   
ought to 	 తప్పక 	న    	na   
our 	 మా 	న    	na   
ours 	 మాది 	న    	na   
ourselves 	 మనమే 	న    	na   
out 	 బయటకు 	న    	na   
outdoor 	 బాహ్య 	న    	na   
outdoors 	 ఆరుబయట 	న    	na   
outer 	 బయటి 	న    	na   
outline 	 రూపురేఖలు 	న    	na   
output 	 అవుట్పుట్ 	న    	na   
outside 	 బయట 	న    	na   
outstanding 	 అత్యుత్తమమైనది 	న    	na   
oven 	 పొయ్యి 	న    	na   
over 	 పైగా 	న    	na   
overall 	 మొత్తం 	న    	na   
overcome 	 అధిగమించడానికి 	న    	na   
owe 	 ఋణపడి ఉన్నారు 	న    	na   
own 	 స్వంతం 	న    	na   
owner 	 యజమాని 	న    	na   
own up 	 సొంతం చేసుకుంటారు 	న    	na   
pace 1 	 పేస్ 1 	న    	na   
pack 	 ప్యాక్ 	న    	na   
package 	 ప్యాకేజీ 	న    	na   
packaging 	 ప్యాకేజింగ్ 	న    	na   
packet 	 ప్యాకెట్ 	న    	na   
pack up 	 సర్దుకోండి 	న    	na   
page 	 పేజీ 	న    	na   
pain 	 నొప్పి 	న    	na   
painful 	 బాధాకరమైన 	న    	na   
paint 	 పెయింట్ 	న    	na   
painter 	 చిత్రకారుడు 	న    	na   
painting 	 పెయింటింగ్ 	న    	na   
pair 	 జత 	న    	na   
palace 	 రాజభవనం 	న    	na   
pale 	 లేత 	న    	na   
pan 1 	 పాన్ 1 	న    	na   
panel 	 ప్యానెల్ 	న    	na   
pants 	 ప్యాంటు 	న    	na   
paper 	 కాగితం 	న    	na   
parallel 	 సమాంతరంగా 	న    	na   
parent 	 తల్లిదండ్రులు 	న    	na   
park 	 పార్క్ 	న    	na   
parliament 	 పార్లమెంటు 	న    	na   
part 	 భాగం 	న    	na   
particular 	 ప్రత్యేకంగా 	న    	na   
particularly 	 ముఖ్యంగా 	న    	na   
partly 	 పాక్షికంగా 	న    	na   
partner 	 భాగస్వామి 	న    	na   
partnership 	 భాగస్వామ్యం 	న    	na   
party 	 పార్టీ 	న    	na   
pass 	 పాస్ 	న    	na   
passage 	 ప్రకరణము 	న    	na   
pass away 	 గతించు 	న    	na   
pass by 	 దాటి వెళ్ళు 	న    	na   
passenger 	 ప్రయాణీకుడు 	న    	na   
passing 	 ఉత్తీర్ణత 	న    	na   
pass on 	 పాస్ 	న    	na   
pass out 	 పాస్ అవుట్ 	న    	na   
passport 	 పాస్పోర్ట్ 	న    	na   
pass round 	 రౌండ్ పాస్ 	న    	na   
pass through 	 గుండా 	న    	na   
past 	 గత 	న    	na   
path 	 మార్గం 	న    	na   
patience 	 సహనం 	న    	na   
patient 	 రోగి 	న    	na   
pattern 	 నమూనా 	న    	na   
pause 	 విరామం 	న    	na   
pay 	 చెల్లించాలి 	న    	na   
pay back 	 తిరిగి చెల్లించు 	న    	na   
payment 	 చెల్లింపు 	న    	na   
pay out 	 చెల్లించండి 	న    	na   
pay up 	 చెల్లించండి 	న    	na   
peace 	 శాంతి 	న    	na   
peaceful 	 శాంతియుతమైనది 	న    	na   
peak 	 శిఖరం 	న    	na   
pen 	 కలం 	న    	na   
pencil 	 పెన్సిల్ 	న    	na   
penny 	 పెన్నీ 	న    	na   
pension 1 	 పెన్షన్ 1 	న    	na   
people 	 ప్రజలు 	న    	na   
pepper 	 మిరియాలు 	న    	na   
per 	 ప్రతి 	న    	na   
per cent 	 శాతం 	న    	na   
perfect 	 పరిపూర్ణమైనది 	న    	na   
perfectly 	 సంపూర్ణంగా 	న    	na   
perform 	 నిర్వహిస్తారు 	న    	na   
performance 	 పనితీరు 	న    	na   
performer 	 ప్రదర్శకుడు 	న    	na   
perhaps 	 బహుశా 	న    	na   
period 	 కాలం 	న    	na   
permanent 	 శాశ్వత 	న    	na   
permanently 	 శాశ్వతంగా 	న    	na   
permission 	 అనుమతి 	న    	na   
permit 	 అనుమతి 	న    	na   
person 	 వ్యక్తి 	న    	na   
personal 	 వ్యక్తిగత 	న    	na   
personality 	 వ్యక్తిత్వం 	న    	na   
personally 	 వ్యక్తిగతంగా 	న    	na   
persuade 	 ఒప్పించండి 	న    	na   
pet 	 పెంపుడు జంతువు 	న    	na   
petrol 	 పెట్రోల్ 	న    	na   
phase 	 దశ 	న    	na   
philosophy 	 తత్వశాస్త్రం 	న    	na   
phone 	 ఫోన్ 	న    	na   
photo 	 ఫోటో 	న    	na   
photocopy 	 ఫోటోకాపీ 	న    	na   
photograph 	 ఫోటో 	న    	na   
photographer 	 ఫోటోగ్రాఫర్ 	న    	na   
photography 	 ఫోటోగ్రఫీ 	న    	na   
phrase 	 పదబంధం 	న    	na   
physical 	 భౌతిక 	న    	na   
physically 	 భౌతికంగా 	న    	na   
physics 	 భౌతిక శాస్త్రం 	న    	na   
piano 	 పియానో 	న    	na   
pick 	 ఎంచుకోండి 	న    	na   
pick up 	 తీయండి 	న    	na   
picture 	 చిత్రం 	న    	na   
piece 	 ముక్క 	న    	na   
